Disease_1,Disease_2,is_a,Resemble,Source
DOID:0111954,DOID:628,1,0,DO
DOID:0111955,DOID:612,1,0,DO
DOID:0111956,DOID:612,1,0,DO
DOID:0111957,DOID:627,1,0,DO
DOID:0111958,DOID:11200,1,0,DO
DOID:0111959,DOID:627,1,0,DO
DOID:0111960,DOID:628,1,0,DO
DOID:0111961,DOID:627,1,0,DO
DOID:0111962,DOID:612,1,0,DO
DOID:0111963,DOID:612,1,0,DO
DOID:0111964,DOID:0111962,1,0,DO
DOID:0111965,DOID:0111962,1,0,DO
DOID:0111966,DOID:0111962,1,0,DO
DOID:0111967,DOID:0080709,1,0,DO
DOID:0111968,DOID:0111962,1,0,DO
DOID:0111969,DOID:612,1,0,DO
DOID:0111970,DOID:0080710,1,0,DO
DOID:0111971,DOID:612,1,0,DO
DOID:0111972,DOID:627,1,0,DO
DOID:0111973,DOID:11200,1,0,DO
DOID:0111974,DOID:0111964,1,0,DO
DOID:0111975,DOID:612,1,0,DO
DOID:0111976,DOID:11200,1,0,DO
DOID:0111977,DOID:11200,1,0,DO
DOID:0111978,DOID:612,1,0,DO
DOID:0111979,DOID:11200,1,0,DO
DOID:0111980,DOID:0111965,1,0,DO
DOID:0111981,DOID:612,1,0,DO
DOID:0111982,DOID:628,1,0,DO
DOID:0111983,DOID:11200,1,0,DO
DOID:0111984,DOID:628,1,0,DO
DOID:0111985,DOID:0111966,1,0,DO
DOID:0111986,DOID:0111963,1,0,DO
DOID:0111987,DOID:11200,1,0,DO
DOID:0111988,DOID:0111962,1,0,DO
DOID:0111989,DOID:612,1,0,DO
DOID:0111990,DOID:0080710,1,0,DO
DOID:0111991,DOID:2115,1,0,DO
DOID:0111992,DOID:628,1,0,DO
DOID:0111993,DOID:0111962,1,0,DO
DOID:0111994,DOID:612,1,0,DO
DOID:0111995,DOID:612,1,0,DO
DOID:0111996,DOID:612,1,0,DO
DOID:0111997,DOID:0080710,1,0,DO
DOID:0111998,DOID:612,1,0,DO
DOID:0111999,DOID:2115,1,0,DO
DOID:0112000,DOID:3262,1,0,DO
DOID:3262,DOID:612,1,0,DO
DOID:0112001,DOID:0111962,1,0,DO
DOID:0112002,DOID:0050571,1,0,DO
DOID:0112003,DOID:0111962,1,0,DO
DOID:0112004,DOID:0111962,1,0,DO
DOID:0112005,DOID:628,1,0,DO
DOID:0112006,DOID:0080710,1,0,DO
DOID:0112007,DOID:6255,1,0,DO
DOID:6255,DOID:5395,1,0,DO
DOID:0112008,DOID:3829,1,0,DO
DOID:3829,DOID:60009,1,0,DO
DOID:0112009,DOID:3829,1,0,DO
DOID:0112010,DOID:3829,1,0,DO
DOID:0112011,DOID:161,1,0,DO
DOID:0112012,DOID:0112011,1,0,DO
DOID:0112013,DOID:0112011,1,0,DO
DOID:0112014,DOID:365,1,0,DO
DOID:365,DOID:18,1,0,DO
DOID:0112015,DOID:0111962,1,0,DO
DOID:0112016,DOID:0050776,1,0,DO
DOID:0112017,DOID:0050776,1,0,DO
DOID:0112018,DOID:0050776,1,0,DO
DOID:0112019,DOID:0050776,1,0,DO
DOID:0112020,DOID:0050776,1,0,DO
DOID:0112021,DOID:0050776,1,0,DO
DOID:0112022,DOID:0050776,1,0,DO
DOID:0112023,DOID:0050776,1,0,DO
DOID:0112024,DOID:0050776,1,0,DO
DOID:0112025,DOID:0060309,1,0,DO
DOID:0112026,DOID:0050776,1,0,DO
DOID:0112027,DOID:0050776,1,0,DO
DOID:0112028,DOID:0050776,1,0,DO
DOID:0112029,DOID:0050776,1,0,DO
DOID:0112030,DOID:0050776,1,0,DO
DOID:0112031,DOID:0050776,1,0,DO
DOID:0112032,DOID:0050776,1,0,DO
DOID:0112033,DOID:0050776,1,0,DO
DOID:0112034,DOID:0050776,1,0,DO
DOID:0112035,DOID:0050776,1,0,DO
DOID:0112036,DOID:0050776,1,0,DO
DOID:0112037,DOID:0050776,1,0,DO
DOID:0112038,DOID:0050776,1,0,DO
DOID:0112039,DOID:0050776,1,0,DO
DOID:0112040,DOID:0050776,1,0,DO
DOID:0112041,DOID:0050776,1,0,DO
DOID:0112042,DOID:0060309,1,0,DO
DOID:0112043,DOID:0050776,1,0,DO
DOID:0112044,DOID:0050776,1,0,DO
DOID:0112045,DOID:0050776,1,0,DO
DOID:0112046,DOID:0050776,1,0,DO
DOID:0112047,DOID:0050776,1,0,DO
DOID:0112048,DOID:0050776,1,0,DO
DOID:0112049,DOID:0050776,1,0,DO
DOID:0112050,DOID:0050776,1,0,DO
DOID:0112051,DOID:0050776,1,0,DO
DOID:0112052,DOID:0050776,1,0,DO
DOID:0112053,DOID:0050776,1,0,DO
DOID:0112054,DOID:0050776,1,0,DO
DOID:0112055,DOID:0050776,1,0,DO
DOID:0112056,DOID:0060309,1,0,DO
DOID:0112057,DOID:0050776,1,0,DO
DOID:0112058,DOID:0050776,1,0,DO
DOID:0112059,DOID:0050776,1,0,DO
DOID:0112060,DOID:0060309,1,0,DO
DOID:0112061,DOID:0111962,1,0,DO
DOID:0112062,DOID:0111962,1,0,DO
DOID:0112063,DOID:11200,1,0,DO
DOID:0112064,DOID:0111962,1,0,DO
DOID:0112065,DOID:0060536,1,0,DO
DOID:0112066,DOID:0112065,1,0,DO
DOID:0112067,DOID:0112065,1,0,DO
DOID:0112068,DOID:0112065,1,0,DO
DOID:0112069,DOID:0112065,1,0,DO
DOID:0112070,DOID:0112065,1,0,DO
DOID:0112071,DOID:0112065,1,0,DO
DOID:0112072,DOID:0112065,1,0,DO
DOID:0112073,DOID:0112065,1,0,DO
DOID:0112074,DOID:0112065,1,0,DO
DOID:0112075,DOID:0112065,1,0,DO
DOID:0112076,DOID:0112065,1,0,DO
DOID:0112077,DOID:0112065,1,0,DO
DOID:0112078,DOID:0112065,1,0,DO
DOID:0112079,DOID:0112065,1,0,DO
DOID:0112080,DOID:0112065,1,0,DO
DOID:0112081,DOID:0112065,1,0,DO
DOID:0112082,DOID:0112065,1,0,DO
DOID:0112083,DOID:0112065,1,0,DO
DOID:0112084,DOID:0112065,1,0,DO
DOID:0112085,DOID:0112065,1,0,DO
DOID:0112086,DOID:0112065,1,0,DO
DOID:0112087,DOID:0112065,1,0,DO
DOID:0112088,DOID:0112065,1,0,DO
DOID:0112089,DOID:0112065,1,0,DO
DOID:0112090,DOID:0112065,1,0,DO
DOID:0112091,DOID:0112065,1,0,DO
DOID:0112092,DOID:0112065,1,0,DO
DOID:0112093,DOID:0112065,1,0,DO
DOID:0112094,DOID:0112065,1,0,DO
DOID:0112095,DOID:0112065,1,0,DO
DOID:0112096,DOID:0112065,1,0,DO
DOID:0112097,DOID:0112065,1,0,DO
DOID:0112098,DOID:0112065,1,0,DO
DOID:0112099,DOID:0112065,1,0,DO
DOID:0112100,DOID:0060536,1,0,DO
DOID:0112101,DOID:0112100,1,0,DO
DOID:0112102,DOID:14748,1,0,DO
DOID:14748,DOID:225,1,0,DO
DOID:0112103,DOID:14748,1,0,DO
DOID:0112104,DOID:14748,1,0,DO
DOID:0112105,DOID:480,1,0,DO
DOID:0112106,DOID:225,1,0,DO
DOID:0112107,DOID:0050765,1,0,DO
DOID:0112108,DOID:0080307,1,0,DO
DOID:0112109,DOID:0111910,1,0,DO
DOID:0112110,DOID:0060286,1,0,DO
DOID:0112111,DOID:0060286,1,0,DO
DOID:0112112,DOID:0060286,1,0,DO
DOID:0112113,DOID:0060286,1,0,DO
DOID:0112114,DOID:0060286,1,0,DO
DOID:0112115,DOID:0060286,1,0,DO
DOID:0112116,DOID:0060286,1,0,DO
DOID:0112117,DOID:0060286,1,0,DO
DOID:0112118,DOID:0060286,1,0,DO
DOID:0112119,DOID:0060286,1,0,DO
DOID:0112120,DOID:0080006,1,0,DO
DOID:0112121,DOID:447,1,0,DO
DOID:0112122,DOID:1826,1,0,DO
DOID:0112123,DOID:225,1,0,DO
DOID:0112124,DOID:225,1,0,DO
DOID:0112125,DOID:225,1,0,DO
DOID:0112126,DOID:0060309,1,0,DO
DOID:0112127,DOID:1920,1,0,DO
DOID:1920,DOID:0060158,1,0,DO
DOID:0112128,DOID:0050590,1,0,DO
DOID:0112129,DOID:0050590,1,0,DO
DOID:0112130,DOID:0050590,1,0,DO
DOID:0112131,DOID:0112130,1,0,DO
DOID:0112132,DOID:0050590,1,0,DO
DOID:0112133,DOID:0050590,1,0,DO
DOID:0112134,DOID:0050590,1,0,DO
DOID:0112135,DOID:0112130,1,0,DO
DOID:0112136,DOID:0050590,1,0,DO
DOID:0112137,DOID:0060286,1,0,DO
DOID:0112138,DOID:0050730,1,0,DO
DOID:0112139,DOID:0060536,1,0,DO
DOID:0112140,DOID:10584,1,0,DO
DOID:0112141,DOID:10584,1,0,DO
DOID:0112142,DOID:10584,1,0,DO
DOID:0112143,DOID:10584,1,0,DO
DOID:0112144,DOID:10584,1,0,DO
DOID:0112145,DOID:10584,1,0,DO
DOID:0112146,DOID:10584,1,0,DO
DOID:0112147,DOID:10584,1,0,DO
DOID:0112148,DOID:225,1,0,DO
DOID:0112149,DOID:225,1,0,DO
DOID:0112150,DOID:0080027,1,0,DO
DOID:0112151,DOID:225,1,0,DO
DOID:0112152,DOID:225,1,0,DO
DOID:070355,DOID:231,1,0,DO
DOID:100,DOID:5295,1,0,DO
DOID:10011,DOID:1781,1,0,DO
DOID:1781,DOID:170,1,0,DO
DOID:10016,DOID:3125,1,0,DO
DOID:10017,DOID:3125,1,0,DO
DOID:1002,DOID:1005,1,0,DO
DOID:1005,DOID:345,1,0,DO
DOID:10020,DOID:10021,1,0,DO
DOID:10021,DOID:10154,1,0,DO
DOID:6364,DOID:936,1,0,DO
DOID:10027,DOID:9988,1,0,DO
DOID:1003,DOID:229,1,0,DO
DOID:10030,DOID:9675,1,0,DO
DOID:9675,DOID:3083,1,0,DO
DOID:10031,DOID:9675,1,0,DO
DOID:10032,DOID:9675,1,0,DO
DOID:10033,DOID:10034,1,0,DO
DOID:10034,DOID:5614,1,0,DO
DOID:10035,DOID:9988,1,0,DO
DOID:10039,DOID:9856,1,0,DO
DOID:10040,DOID:8923,1,0,DO
DOID:10041,DOID:225,1,0,DO
DOID:10044,DOID:8923,1,0,DO
DOID:10047,DOID:8923,1,0,DO
DOID:10054,DOID:8923,1,0,DO
DOID:10069,DOID:2598,1,0,DO
DOID:2598,DOID:0050621,1,0,DO
DOID:10070,DOID:2598,1,0,DO
DOID:10071,DOID:2598,1,0,DO
DOID:10073,DOID:9470,1,0,DO
DOID:10074,DOID:883,1,0,DO
DOID:10075,DOID:883,1,0,DO
DOID:10079,DOID:0050596,1,0,DO
DOID:10080,DOID:883,1,0,DO
DOID:10081,DOID:9588,1,0,DO
DOID:10087,DOID:0050624,1,0,DO
DOID:10095,DOID:331,1,0,DO
DOID:10112,DOID:10113,1,0,DO
DOID:10113,DOID:2789,1,0,DO
DOID:10120,DOID:530,1,0,DO
DOID:10122,DOID:10123,1,0,DO
DOID:10125,DOID:10126,1,0,DO
DOID:10126,DOID:10124,1,0,DO
DOID:10127,DOID:6713,1,0,DO
DOID:10131,DOID:10132,1,0,DO
DOID:10132,DOID:0060043,1,0,DO
DOID:10138,DOID:10140,1,0,DO
DOID:10140,DOID:1400,1,0,DO
DOID:10139,DOID:9799,1,0,DO
DOID:1400,DOID:5614,1,0,DO
DOID:10146,DOID:3277,1,0,DO
DOID:3277,DOID:0060083,1,0,DO
DOID:10149,DOID:184,1,0,DO
DOID:10151,DOID:10149,1,0,DO
DOID:10152,DOID:10153,1,0,DO
DOID:10153,DOID:10154,1,0,DO
DOID:10155,DOID:3119,1,0,DO
DOID:10156,DOID:7505,1,0,DO
DOID:7505,DOID:4610,1,0,DO
DOID:10159,DOID:0080008,1,0,DO
DOID:10174,DOID:1400,1,0,DO
DOID:10175,DOID:1210,1,0,DO
DOID:1210,DOID:1891,1,0,DO
DOID:10176,DOID:5614,1,0,DO
DOID:10177,DOID:1073,1,0,DO
DOID:1073,DOID:11130,1,0,DO
DOID:10182,DOID:9352,1,0,DO
DOID:9352,DOID:9351,1,0,DO
DOID:10183,DOID:3906,1,0,DO
DOID:3906,DOID:0050621,1,0,DO
DOID:10184,DOID:3315,1,0,DO
DOID:3315,DOID:0060084,1,0,DO
DOID:10187,DOID:0050624,1,0,DO
DOID:10188,DOID:3165,1,0,DO
DOID:3165,DOID:0060121,1,0,DO
DOID:10190,DOID:916,1,0,DO
DOID:10192,DOID:3315,1,0,DO
DOID:10193,DOID:3315,1,0,DO
DOID:10194,DOID:3116,1,0,DO
DOID:10195,DOID:0050621,1,0,DO
DOID:10199,DOID:0060082,1,0,DO
DOID:10200,DOID:0060097,1,0,DO
DOID:10201,DOID:0080640,1,0,DO
DOID:10203,DOID:0080619,1,0,DO
DOID:10205,DOID:0060097,1,0,DO
DOID:10206,DOID:10207,1,0,DO
DOID:10207,DOID:0050622,1,0,DO
DOID:10208,DOID:3315,1,0,DO
DOID:10209,DOID:0050625,1,0,DO
DOID:10211,DOID:0060262,1,0,DO
DOID:1022,DOID:0050338,1,0,DO
DOID:10223,DOID:633,1,0,DO
DOID:1023,DOID:1024,1,0,DO
DOID:1024,DOID:0050338,1,0,DO
DOID:10230,DOID:1936,1,0,DO
DOID:1936,DOID:2348,1,0,DO
DOID:10234,DOID:1787,1,0,DO
DOID:1787,DOID:0050829,1,0,DO
DOID:10235,DOID:9306,1,0,DO
DOID:9306,DOID:540,1,0,DO
DOID:10236,DOID:0060044,1,0,DO
DOID:10241,DOID:583,1,0,DO
DOID:10247,DOID:1532,1,0,DO
DOID:1025,DOID:1024,1,0,DO
DOID:10250,DOID:934,1,0,DO
DOID:10254,DOID:0060262,1,0,DO
DOID:10261,DOID:2742,1,0,DO
DOID:10264,DOID:934,1,0,DO
DOID:10266,DOID:9408,1,0,DO
DOID:9408,DOID:5844,1,0,DO
DOID:10272,DOID:10273,1,0,DO
DOID:10283,DOID:3856,1,0,DO
DOID:3856,DOID:193,1,0,DO
DOID:10286,DOID:10283,1,0,DO
DOID:10287,DOID:10286,1,0,DO
DOID:10289,DOID:10283,1,0,DO
DOID:1029,DOID:896,1,0,DO
DOID:10290,DOID:10283,1,0,DO
DOID:10293,DOID:9840,1,0,DO
DOID:9840,DOID:540,1,0,DO
DOID:10300,DOID:341,1,0,DO
DOID:341,DOID:178,1,0,DO
DOID:10301,DOID:10302,1,0,DO
DOID:10302,DOID:10854,1,0,DO
DOID:10854,DOID:403,1,0,DO
DOID:10303,DOID:10854,1,0,DO
DOID:10310,DOID:9471,1,0,DO
DOID:9471,DOID:331,1,0,DO
DOID:10316,DOID:3082,1,0,DO
DOID:3082,DOID:850,1,0,DO
DOID:10319,DOID:10316,1,0,DO
DOID:10320,DOID:10316,1,0,DO
DOID:10321,DOID:10316,1,0,DO
DOID:10322,DOID:10316,1,0,DO
DOID:10323,DOID:10316,1,0,DO
DOID:10324,DOID:10316,1,0,DO
DOID:10325,DOID:10316,1,0,DO
DOID:10326,DOID:10316,1,0,DO
DOID:10327,DOID:10316,1,0,DO
DOID:10328,DOID:10316,1,0,DO
DOID:10329,DOID:10316,1,0,DO
DOID:10330,DOID:10316,1,0,DO
DOID:10331,DOID:10316,1,0,DO
DOID:10337,DOID:5723,1,0,DO
DOID:10341,DOID:9471,1,0,DO
DOID:10348,DOID:530,1,0,DO
DOID:10349,DOID:10350,1,0,DO
DOID:10350,DOID:0060082,1,0,DO
DOID:1035,DOID:1240,1,0,DO
DOID:1240,DOID:2531,1,0,DO
DOID:10352,DOID:0060082,1,0,DO
DOID:10353,DOID:5997,1,0,DO
DOID:5997,DOID:10354,1,0,DO
DOID:10354,DOID:0060082,1,0,DO
DOID:10361,DOID:10341,1,0,DO
DOID:10366,DOID:3856,1,0,DO
DOID:10368,DOID:10366,1,0,DO
DOID:1037,DOID:1240,1,0,DO
DOID:10371,DOID:0050338,1,0,DO
DOID:10375,DOID:10376,1,0,DO
DOID:10376,DOID:5614,1,0,DO
DOID:10377,DOID:10376,1,0,DO
DOID:10378,DOID:10376,1,0,DO
DOID:10383,DOID:3690,1,0,DO
DOID:3690,DOID:574,1,0,DO
DOID:1039,DOID:1040,1,0,DO
DOID:1040,DOID:1037,1,0,DO
DOID:10393,DOID:381,1,0,DO
DOID:381,DOID:0080001,1,0,DO
DOID:10398,DOID:3482,1,0,DO
DOID:3482,DOID:0050338,1,0,DO
DOID:10399,DOID:10400,1,0,DO
DOID:9365,DOID:48,1,0,DO
DOID:10423,DOID:824,1,0,DO
DOID:824,DOID:3388,1,0,DO
DOID:10428,DOID:10126,1,0,DO
DOID:10435,DOID:11506,1,0,DO
DOID:11506,DOID:10754,1,0,DO
DOID:10439,DOID:8463,1,0,DO
DOID:8463,DOID:4677,1,0,DO
DOID:10440,DOID:8463,1,0,DO
DOID:10441,DOID:8463,1,0,DO
DOID:10442,DOID:10443,1,0,DO
DOID:10443,DOID:9383,1,0,DO
DOID:9383,DOID:1407,1,0,DO
DOID:10444,DOID:8463,1,0,DO
DOID:10445,DOID:8463,1,0,DO
DOID:10456,DOID:974,1,0,DO
DOID:10457,DOID:10458,1,0,DO
DOID:10459,DOID:974,1,0,DO
DOID:10460,DOID:9561,1,0,DO
DOID:9561,DOID:974,1,0,DO
DOID:10461,DOID:216,1,0,DO
DOID:216,DOID:214,1,0,DO
DOID:10471,DOID:971,1,0,DO
DOID:971,DOID:633,1,0,DO
DOID:10480,DOID:10481,1,0,DO
DOID:10481,DOID:0080000,1,0,DO
DOID:10485,DOID:6050,1,0,DO
DOID:6050,DOID:77,1,0,DO
DOID:10487,DOID:11372,1,0,DO
DOID:11372,DOID:5353,1,0,DO
DOID:10488,DOID:0080015,1,0,DO
DOID:10499,DOID:1397,1,0,DO
DOID:1397,DOID:930,1,0,DO
DOID:10507,DOID:1787,1,0,DO
DOID:10516,DOID:9463,1,0,DO
DOID:10518,DOID:9463,1,0,DO
DOID:10519,DOID:0050147,1,0,DO
DOID:10520,DOID:9463,1,0,DO
DOID:10525,DOID:0002116,1,0,DO
DOID:10526,DOID:0002116,1,0,DO
DOID:10533,DOID:552,1,0,DO
DOID:552,DOID:850,1,0,DO
DOID:10536,DOID:10534,1,0,DO
DOID:10538,DOID:10534,1,0,DO
DOID:10540,DOID:10534,1,0,DO
DOID:10541,DOID:3717,1,0,DO
DOID:3717,DOID:5517,1,0,DO
DOID:10544,DOID:10534,1,0,DO
DOID:10547,DOID:10544,1,0,DO
DOID:10548,DOID:10534,1,0,DO
DOID:10550,DOID:2000,1,0,DO
DOID:2000,DOID:9739,1,0,DO
DOID:10554,DOID:331,1,0,DO
DOID:10556,DOID:178,1,0,DO
DOID:1056,DOID:225,1,0,DO
DOID:10567,DOID:10371,1,0,DO
DOID:10568,DOID:10371,1,0,DO
DOID:10573,DOID:0080005,1,0,DO
DOID:10575,DOID:0050032,1,0,DO
DOID:1443,DOID:936,1,0,DO
DOID:10581,DOID:1927,1,0,DO
DOID:10582,DOID:3146,1,0,DO
DOID:10587,DOID:1927,1,0,DO
DOID:10588,DOID:10579,1,0,DO
DOID:10590,DOID:10591,1,0,DO
DOID:10591,DOID:10763,1,0,DO
DOID:10763,DOID:0050828,1,0,DO
DOID:10593,DOID:1389,1,0,DO
DOID:1389,DOID:574,1,0,DO
DOID:106,DOID:0050598,1,0,DO
DOID:1060,DOID:9252,1,0,DO
DOID:10600,DOID:2769,1,0,DO
DOID:2769,DOID:0060038,1,0,DO
DOID:10603,DOID:4195,1,0,DO
DOID:4195,DOID:4194,1,0,DO
DOID:10604,DOID:2978,1,0,DO
DOID:10605,DOID:5295,1,0,DO
DOID:10606,DOID:5295,1,0,DO
DOID:10607,DOID:5295,1,0,DO
DOID:10608,DOID:0060031,1,0,DO
DOID:10610,DOID:26,1,0,DO
DOID:10611,DOID:5295,1,0,DO
DOID:10612,DOID:1555,1,0,DO
DOID:10615,DOID:10616,1,0,DO
DOID:10616,DOID:2568,1,0,DO
DOID:2568,DOID:2253,1,0,DO
DOID:10627,DOID:5723,1,0,DO
DOID:10952,DOID:557,1,0,DO
DOID:10631,DOID:5723,1,0,DO
DOID:1064,DOID:3211,1,0,DO
DOID:10646,DOID:1510,1,0,DO
DOID:1510,DOID:150,1,0,DO
DOID:10648,DOID:9408,1,0,DO
DOID:10649,DOID:9408,1,0,DO
DOID:10651,DOID:9408,1,0,DO
DOID:680,DOID:1289,1,0,DO
DOID:10655,DOID:6460,1,0,DO
DOID:6460,DOID:4610,1,0,DO
DOID:10656,DOID:5353,1,0,DO
DOID:10657,DOID:235,1,0,DO
DOID:1066,DOID:1067,1,0,DO
DOID:1067,DOID:1686,1,0,DO
DOID:10660,DOID:4691,1,0,DO
DOID:4691,DOID:5559,1,0,DO
DOID:10661,DOID:4691,1,0,DO
DOID:1068,DOID:1070,1,0,DO
DOID:1070,DOID:1067,1,0,DO
DOID:10685,DOID:2030,1,0,DO
DOID:2030,DOID:1561,1,0,DO
DOID:10686,DOID:10350,1,0,DO
DOID:10688,DOID:3463,1,0,DO
DOID:10690,DOID:3463,1,0,DO
DOID:10691,DOID:3463,1,0,DO
DOID:10697,DOID:9724,1,0,DO
DOID:9724,DOID:4692,1,0,DO
DOID:10699,DOID:883,1,0,DO
DOID:10718,DOID:2789,1,0,DO
DOID:10719,DOID:7998,1,0,DO
DOID:11130,DOID:10763,1,0,DO
DOID:1074,DOID:557,1,0,DO
DOID:10742,DOID:1443,1,0,DO
DOID:10744,DOID:11747,1,0,DO
DOID:11747,DOID:363,1,0,DO
DOID:10754,DOID:5100,1,0,DO
DOID:5100,DOID:2742,1,0,DO
DOID:10755,DOID:1019,1,0,DO
DOID:1076,DOID:11400,1,0,DO
DOID:11400,DOID:2744,1,0,DO
DOID:10762,DOID:272,1,0,DO
DOID:10772,DOID:2452,1,0,DO
DOID:10773,DOID:3482,1,0,DO
DOID:10778,DOID:3951,1,0,DO
DOID:3951,DOID:820,1,0,DO
DOID:10779,DOID:3951,1,0,DO
DOID:8432,DOID:4961,1,0,DO
DOID:10782,DOID:1602,1,0,DO
DOID:1602,DOID:9942,1,0,DO
DOID:10783,DOID:2860,1,0,DO
DOID:2860,DOID:589,1,0,DO
DOID:10784,DOID:11104,1,0,DO
DOID:10787,DOID:1414,1,0,DO
DOID:1414,DOID:1100,1,0,DO
DOID:1079,DOID:1080,1,0,DO
DOID:1080,DOID:883,1,0,DO
DOID:10790,DOID:10791,1,0,DO
DOID:10791,DOID:0050127,1,0,DO
DOID:10792,DOID:2051,1,0,DO
DOID:2051,DOID:0050127,1,0,DO
DOID:10793,DOID:10794,1,0,DO
DOID:10794,DOID:0050127,1,0,DO
DOID:10802,DOID:9401,1,0,DO
DOID:9401,DOID:9402,1,0,DO
DOID:10808,DOID:750,1,0,DO
DOID:750,DOID:77,1,0,DO
DOID:1081,DOID:1080,1,0,DO
DOID:10810,DOID:971,1,0,DO
DOID:10811,DOID:0050615,1,0,DO
DOID:10812,DOID:10811,1,0,DO
DOID:10813,DOID:10811,1,0,DO
DOID:10816,DOID:10021,1,0,DO
DOID:10817,DOID:0060043,1,0,DO
DOID:1082,DOID:1080,1,0,DO
DOID:10823,DOID:10825,1,0,DO
DOID:10825,DOID:10763,1,0,DO
DOID:10824,DOID:10763,1,0,DO
DOID:10834,DOID:0060044,1,0,DO
DOID:10835,DOID:48,1,0,DO
DOID:10841,DOID:934,1,0,DO
DOID:10842,DOID:934,1,0,DO
DOID:10843,DOID:934,1,0,DO
DOID:10844,DOID:934,1,0,DO
DOID:10845,DOID:934,1,0,DO
DOID:10846,DOID:5295,1,0,DO
DOID:10849,DOID:0060043,1,0,DO
DOID:1085,DOID:0060429,1,0,DO
DOID:10852,DOID:10754,1,0,DO
DOID:10863,DOID:540,1,0,DO
DOID:540,DOID:1279,1,0,DO
DOID:10864,DOID:10863,1,0,DO
DOID:10865,DOID:3817,1,0,DO
DOID:3817,DOID:5656,1,0,DO
DOID:10866,DOID:10863,1,0,DO
DOID:10869,DOID:10863,1,0,DO
DOID:2007,DOID:4448,1,0,DO
DOID:10873,DOID:2007,1,0,DO
DOID:1088,DOID:0080016,1,0,DO
DOID:10880,DOID:3875,1,0,DO
DOID:3875,DOID:864,1,0,DO
DOID:10881,DOID:934,1,0,DO
DOID:10882,DOID:934,1,0,DO
DOID:10883,DOID:934,1,0,DO
DOID:10887,DOID:1024,1,0,DO
DOID:1089,DOID:319,1,0,DO
DOID:319,DOID:331,1,0,DO
DOID:10892,DOID:0080015,1,0,DO
DOID:10908,DOID:1443,1,0,DO
DOID:10913,DOID:10825,1,0,DO
DOID:10914,DOID:1561,1,0,DO
DOID:1561,DOID:150,1,0,DO
DOID:10915,DOID:0070313,1,0,DO
DOID:10919,DOID:1234,1,0,DO
DOID:1234,DOID:150,1,0,DO
DOID:10921,DOID:11104,1,0,DO
DOID:10923,DOID:620,1,0,DO
DOID:620,DOID:74,1,0,DO
DOID:10927,DOID:750,1,0,DO
DOID:10930,DOID:1510,1,0,DO
DOID:10931,DOID:1510,1,0,DO
DOID:10932,DOID:1510,1,0,DO
DOID:10933,DOID:2030,1,0,DO
DOID:10934,DOID:10935,1,0,DO
DOID:10935,DOID:150,1,0,DO
DOID:10936,DOID:1510,1,0,DO
DOID:10938,DOID:1510,1,0,DO
DOID:10939,DOID:1510,1,0,DO
DOID:1094,DOID:0060038,1,0,DO
DOID:3527,DOID:13089,1,0,DO
DOID:10955,DOID:883,1,0,DO
DOID:10963,DOID:10964,1,0,DO
DOID:10964,DOID:869,1,0,DO
DOID:10965,DOID:0050669,1,0,DO
DOID:10966,DOID:1184,1,0,DO
DOID:1184,DOID:2527,1,0,DO
DOID:10967,DOID:0050669,1,0,DO
DOID:10968,DOID:0050669,1,0,DO
DOID:10970,DOID:0050669,1,0,DO
DOID:10971,DOID:10972,1,0,DO
DOID:10972,DOID:10974,1,0,DO
DOID:10974,DOID:1100,1,0,DO
DOID:10973,DOID:5733,1,0,DO
DOID:5733,DOID:1962,1,0,DO
DOID:1100,DOID:229,1,0,DO
DOID:10976,DOID:2921,1,0,DO
DOID:1098,DOID:11252,1,0,DO
DOID:10986,DOID:1222,1,0,DO
DOID:1222,DOID:65,1,0,DO
DOID:10989,DOID:4251,1,0,DO
DOID:4251,DOID:5614,1,0,DO
DOID:10991,DOID:6713,1,0,DO
DOID:10992,DOID:639,1,0,DO
DOID:639,DOID:640,1,0,DO
DOID:10993,DOID:9588,1,0,DO
DOID:10997,DOID:9669,1,0,DO
DOID:9669,DOID:83,1,0,DO
DOID:11014,DOID:3128,1,0,DO
DOID:3128,DOID:1285,1,0,DO
DOID:11028,DOID:10124,1,0,DO
DOID:11029,DOID:10139,1,0,DO
DOID:11030,DOID:10124,1,0,DO
DOID:11031,DOID:11030,1,0,DO
DOID:11032,DOID:11030,1,0,DO
DOID:11033,DOID:11030,1,0,DO
DOID:11034,DOID:11030,1,0,DO
DOID:11036,DOID:2921,1,0,DO
DOID:11037,DOID:10935,1,0,DO
DOID:11038,DOID:10935,1,0,DO
DOID:11042,DOID:225,1,0,DO
DOID:11044,DOID:0080015,1,0,DO
DOID:11049,DOID:850,1,0,DO
DOID:11054,DOID:3996,1,0,DO
DOID:3996,DOID:0050686,1,0,DO
DOID:11055,DOID:0050338,1,0,DO
DOID:1106,DOID:5041,1,0,DO
DOID:5041,DOID:3119,1,0,DO
DOID:11060,DOID:780,1,0,DO
DOID:1107,DOID:5041,1,0,DO
DOID:11076,DOID:11077,1,0,DO
DOID:11077,DOID:0050338,1,0,DO
DOID:11079,DOID:4110,1,0,DO
DOID:1108,DOID:5041,1,0,DO
DOID:11086,DOID:5679,1,0,DO
DOID:11088,DOID:1579,1,0,DO
DOID:11100,DOID:0050338,1,0,DO
DOID:11101,DOID:11102,1,0,DO
DOID:11103,DOID:11104,1,0,DO
